brewery_id,name,cat_id,style_id,abv,brewery_name,latitude,longitude
233,Weizentrumpf,German Ale,South German-Style Hefeweizen,5.5,Brauhaus Sternen,47.5585,8.9006
233,Huusbier Schwarz,Irish Ale,Porter,4.5,Brauhaus Sternen,47.5585,8.9006
233,Honey Brown Ale,North American Lager,American-Style Lager,6.0,Brauhaus Sternen,47.5585,8.9006
233,Huusbier Hell,Other,Other,4.6,Brauhaus Sternen,47.5585,8.9006
234,GÃ¶sser,Other,Other,0.0,Brausttte der Steirerbrau Aktiengesellschaft,47.0679,15.4417
235,Mountain Wheat,North American Lager,American-Style Lager,0.0,Breckenridge BBQ of Omaha,41.254,-95.9993
235,Strong Scotch Ale,British Ale,Scotch Ale,8.6,Breckenridge BBQ of Omaha,41.254,-95.9993
235,Avalanche Amber,North American Ale,American-Style Amber/Red Ale,0.0,Breckenridge BBQ of Omaha,41.254,-95.9993
235,Oatmeal Stout,North American Ale,American-Style Stout,0.0,Breckenridge BBQ of Omaha,41.254,-95.9993
235,India Pale Ale,North American Ale,American-Style Pale Ale,0.0,Breckenridge BBQ of Omaha,41.254,-95.9993
235,Raspberry Porter,Other,Other,0.0,Breckenridge BBQ of Omaha,41.254,-95.9993
236,471 Pilsner,Other,Other,0.0,Breckenridge Brewery,39.7236,-105.001
236,Remarkable Vanilla Porter,Irish Ale,Porter,0.0,Breckenridge Brewery,39.7236,-105.001
236,Mountain Wheat,North American Lager,American-Style Lager,0.0,Breckenridge Brewery,39.7236,-105.001
236,Avalanche Amber,North American Ale,American-Style Amber/Red Ale,0.0,Breckenridge Brewery,39.7236,-105.001
236,Summer Bright Ale,Other,Other,0.0,Breckenridge Brewery,39.7236,-105.001
236,Avalanche Amber,North American Ale,American-Style Amber/Red Ale,5.4,Breckenridge Brewery,39.7236,-105.001
236,Hefe Proper Ale,North American Lager,American-Style Lager,0.0,Breckenridge Brewery,39.7236,-105.001
236,Trademark English Pale,North American Ale,American-Style Pale Ale,0.0,Breckenridge Brewery,39.7236,-105.001
236,Thunder Stout,North American Ale,American-Style Stout,5.0,Breckenridge Brewery,39.7236,-105.001
236,Christmas Ale,North American Ale,American-Style Brown Ale,0.0,Breckenridge Brewery,39.7236,-105.001
236,471 Extra ESB,Other,Other,7.8,Breckenridge Brewery,39.7236,-105.001
236,Autumn Ale,North American Ale,American-Style Brown Ale,6.7,Breckenridge Brewery,39.7236,-105.001
236,471 IPA,North American Ale,Imperial or Double India Pale Ale,9.2,Breckenridge Brewery,39.7236,-105.001
236,471 Double IPA,North American Ale,American-Style India Pale Ale,9.2,Breckenridge Brewery,39.7236,-105.001
236,Lucky U Denver Special Bitter,Other,Other,0.0,Breckenridge Brewery,39.7236,-105.001
236,Oatmeal Stout,North American Ale,American-Style Stout,0.0,Breckenridge Brewery,39.7236,-105.001
238,Rader Blonde,Other,Other,6.5,Brennerei-Distillerie Radermacher,50.6718,6.122
238,Rader AmbrÃ©e,Other,Other,0.0,Brennerei-Distillerie Radermacher,50.6718,6.122
239,Big Woody Lager,Other,Other,0.0,Brew Kettle Taproom & Smokehouse BOP,41.347,-81.8226
240,Rosed Porter,Irish Ale,Porter,0.0,Brew Makers,37.3861,-122.084
241,Tokyo,North American Ale,American-Style Imperial Stout,12.0,BrewDog Ltd,57.683,-2.003
241,Dogma,Other Style,Herb and Spice Beer,7.8,BrewDog Ltd,57.683,-2.003
241,77 Lager,German Lager,German-Style Pilsener,4.9,BrewDog Ltd,57.683,-2.003
241,Trashy Blonde,British Ale,Special Bitter or Best Bitter,4.1,BrewDog Ltd,57.683,-2.003
241,Hardcore IPA,North American Ale,Imperial or Double India Pale Ale,9.0,BrewDog Ltd,57.683,-2.003
241,Hop Rocker,North American Lager,American-Style Lager,5.5,BrewDog Ltd,57.683,-2.003
241,The Physics,British Ale,Extra Special Bitter,5.0,BrewDog Ltd,57.683,-2.003
241,Paradox Speyside,North American Ale,American-Style Imperial Stout,10.0,BrewDog Ltd,57.683,-2.003
241,Tactical Nuclear Penguin,North American Ale,American-Style Imperial Stout,32.0,BrewDog Ltd,57.683,-2.003
241,Punk IPA,North American Ale,American-Style India Pale Ale,6.0,BrewDog Ltd,57.683,-2.003
241,Rip Tide,North American Ale,American-Style Imperial Stout,8.0,BrewDog Ltd,57.683,-2.003
241,Tokyo*,North American Ale,American-Style Imperial Stout,18.2,BrewDog Ltd,57.683,-2.003
242,Proletary,Other,Other,5.0,Brewer's Art,39.3028,-76.6164
242,Ozzy,Belgian and French Ale,Other Belgian-Style Ales,7.3,Brewer's Art,39.3028,-76.6164
242,Resurrection,Belgian and French Ale,Belgian-Style Dubbel,7.0,Brewer's Art,39.3028,-76.6164
243,Extra Stout,North American Ale,American-Style Stout,0.0,Brewery at Martha's Vineyard,41.4548,-70.565
244,Gueuze,Belgian and French Ale,Belgian-Style Fruit Lambic,0.0,Brewery Belle-Vue,50.8527,4.3311
245,Budweiser Budvar (Czechvar),German Lager,German-Style Pilsener,5.0,Brewery Budweiser Budvar,48.9739,14.475
246,Christmas Ale,Other,Other,8.5,Brewery Corsendonk,51.3144,4.989
246,Abbey Brown Ale / Pater,Other,Other,0.0,Brewery Corsendonk,51.3144,4.989
246,Monk Pale Ale / Agnus Dei,Other,Other,0.0,Brewery Corsendonk,51.3144,4.989
246,Monk Brown Ale,Other,Other,0.0,Brewery Corsendonk,51.3144,4.989
247,Dark Mild,British Ale,English-Style Pale Mild Ale,3.5,Brewery Creek Brewing,42.8606,-90.1772
247,Dunkel Doppel Weizen Bock,German Ale,South German-Style Weizenbock,0.0,Brewery Creek Brewing,42.8606,-90.1772
247,Irish Stout,North American Ale,American-Style Stout,0.0,Brewery Creek Brewing,42.8606,-90.1772
247,American Blonde,Other,Other,0.0,Brewery Creek Brewing,42.8606,-90.1772
247,Mahogany Ale,North American Ale,American-Style Pale Ale,0.0,Brewery Creek Brewing,42.8606,-90.1772
247,Belgian Wheat,Other,Other,0.0,Brewery Creek Brewing,42.8606,-90.1772
248,Chapeau Mirabelle Lambic,Belgian and French Ale,Belgian-Style Fruit Lambic,0.0,Brewery De Troch,50.853,4.1649
248,Chapeau Framboise Lambic,Belgian and French Ale,Belgian-Style Fruit Lambic,0.0,Brewery De Troch,50.853,4.1649
248,Chapeau Tropical Lambic,Belgian and French Ale,Belgian-Style Fruit Lambic,0.0,Brewery De Troch,50.853,4.1649
248,Chapeau Exotic Lambic,Belgian and French Ale,Belgian-Style Fruit Lambic,0.0,Brewery De Troch,50.853,4.1649
248,Chapeau Fraises Lambic,Belgian and French Ale,Belgian-Style Fruit Lambic,0.0,Brewery De Troch,50.853,4.1649
248,Chapeau PÃªche Lambic,Belgian and French Ale,Belgian-Style Fruit Lambic,0.0,Brewery De Troch,50.853,4.1649
249,Rare Vos,Belgian and French Ale,Other Belgian-Style Ales,6.5,Brewery Ommegang,42.6818,-74.9255
249,Abbey Dubbel,Belgian and French Ale,Belgian-Style Dubbel,8.5,Brewery Ommegang,42.6818,-74.9255
249,Three Philosophers,Belgian and French Ale,Belgian-Style Quadrupel,9.8,Brewery Ommegang,42.6818,-74.9255
249,Obamagang Inauguration Ale,North American Ale,American-Style Stout,0.0,Brewery Ommegang,42.6818,-74.9255
249,Hennepin Farmhouse Ale,Other,Other,7.7,Brewery Ommegang,42.6818,-74.9255
250,Kenosha Gold,Other,Other,0.0,Brewmasters Restaurant and Brewery South,42.5847,-87.8212
250,Icemaster,North American Lager,American-Style Lager,0.0,Brewmasters Restaurant and Brewery South,42.5847,-87.8212
250,Cherry Ice,Other Style,Light American Wheat Ale or Lager,0.0,Brewmasters Restaurant and Brewery South,42.5847,-87.8212
250,Olde St.Nick,Other,Other,9.9,Brewmasters Restaurant and Brewery South,42.5847,-87.8212
250,Oatmeal Stout,North American Ale,American-Style Stout,0.0,Brewmasters Restaurant and Brewery South,42.5847,-87.8212
250,Weissenheimer Wheat,German Ale,South German-Style Hefeweizen,0.0,Brewmasters Restaurant and Brewery South,42.5847,-87.8212
250,Southport Amber,North American Ale,American-Style Amber/Red Ale,0.0,Brewmasters Restaurant and Brewery South,42.5847,-87.8212
251,Independence Ale,North American Ale,American-Style Pale Ale,6.7,Brewpub-on-the-Green,37.5483,-121.989
254,Get Fuggled,Other,Other,0.0,Bricktown Brewery,42.4965,-90.6652
254,Munich Dunkel,Other,Other,0.0,Bricktown Brewery,42.4965,-90.6652
254,Laughing Ass,North American Lager,American-Style Lager,0.0,Bricktown Brewery,42.4965,-90.6652
254,Vanilla,Other,Other,0.0,Bricktown Brewery,42.4965,-90.6652
254,Vanilla Berry Orange,Other Style,Light American Wheat Ale or Lager,0.0,Bricktown Brewery,42.4965,-90.6652
255,Porter,Irish Ale,Porter,0.0,BridgePort Brewing,45.5311,-122.685
255,Old Knucklehead 1999,Other,Other,0.0,BridgePort Brewing,45.5311,-122.685
255,Old Knucklehead 1997,Other,Other,0.0,BridgePort Brewing,45.5311,-122.685
255,Old Knucklehead 1992,Other,Other,0.0,BridgePort Brewing,45.5311,-122.685
255,ESB,Other,Other,6.1,BridgePort Brewing,45.5311,-122.685
255,Blue Heron Pale Ale,Other,Other,4.9,BridgePort Brewing,45.5311,-122.685
255,Bridgeport India Pale Ale,North American Ale,American-Style India Pale Ale,5.5,BridgePort Brewing,45.5311,-122.685
255,Old Knucklehead 2000,Other,Other,9.1,BridgePort Brewing,45.5311,-122.685
255,Haymaker Extra Pale Ale,Other,Other,0.0,BridgePort Brewing,45.5311,-122.685
255,Black Strap Stout,North American Ale,American-Style Stout,6.0,BridgePort Brewing,45.5311,-122.685
255,Bottle Conditioned Porter,Irish Ale,Porter,5.5,BridgePort Brewing,45.5311,-122.685
255,Old Knucklehead 2003,Other,Other,9.1,BridgePort Brewing,45.5311,-122.685
255,Beer Town Brown,North American Ale,American-Style Brown Ale,0.0,BridgePort Brewing,45.5311,-122.685
256,Stone Beer,Other,Other,0.0,Brimstone Brewing,39.3628,-77.4265
256,Big Ale,British Ale,Old Ale,0.0,Brimstone Brewing,39.3628,-77.4265
257,Winter Warlock Oatmeal Stout,North American Ale,American-Style Stout,0.0,Bristol Brewing,38.8097,-104.826
258,Wheat Beer,North American Lager,American-Style Lager,0.0,Broad Ripple Brewing,39.8735,-86.1427
258,Lawnmower Pale Ale,North American Ale,American-Style Pale Ale,0.0,Broad Ripple Brewing,39.8735,-86.1427
258,Extra Special Bitter,Other,Other,0.0,Broad Ripple Brewing,39.8735,-86.1427
258,IPA,North American Ale,American-Style India Pale Ale,0.0,Broad Ripple Brewing,39.8735,-86.1427
258,Stout,North American Ale,American-Style Stout,0.0,Broad Ripple Brewing,39.8735,-86.1427
258,Porter,Irish Ale,Porter,0.0,Broad Ripple Brewing,39.8735,-86.1427
258,Red,North American Ale,American-Style Amber/Red Ale,0.0,Broad Ripple Brewing,39.8735,-86.1427
259,Brown Ale,North American Ale,American-Style Brown Ale,5.6,Brooklyn Brewery,40.7215,-73.9575
259,Brooklyn Lager,Other,Other,5.2,Brooklyn Brewery,40.7215,-73.9575
259,East India Pale Ale,North American Ale,American-Style India Pale Ale,6.8,Brooklyn Brewery,40.7215,-73.9575
259,Saison De Brooklyn,Belgian and French Ale,French & Belgian-Style Saison,6.8,Brooklyn Brewery,40.7215,-73.9575
259,Black Chocolate Stout,North American Ale,American-Style Stout,10.0,Brooklyn Brewery,40.7215,-73.9575
259,Local 1,Belgian and French Ale,Belgian-Style Pale Strong Ale,9.0,Brooklyn Brewery,40.7215,-73.9575
259,Local 2,Belgian and French Ale,Belgian-Style Dark Strong Ale,8.7,Brooklyn Brewery,40.7215,-73.9575
259,Black Ops,North American Ale,American-Style Imperial Stout,11.0,Brooklyn Brewery,40.7215,-73.9575
259,Brooklyn Summer Ale,North American Ale,Golden or Blonde Ale,0.0,Brooklyn Brewery,40.7215,-73.9575
259,Winter Ale,Other Style,Winter Warmer,0.0,Brooklyn Brewery,40.7215,-73.9575
259,Oktoberfest,North American Lager,American-Style Lager,5.5,Brooklyn Brewery,40.7215,-73.9575
260,Old Jock Ale,Other,Other,0.0,Broughton Ales,55.6145,-3.4107
260,Kinmount Willie Stout,North American Ale,American-Style Stout,0.0,Broughton Ales,55.6145,-3.4107
260,Black Douglas,Other,Other,0.0,Broughton Ales,55.6145,-3.4107
260,Border Gold Oranic Ale,North American Ale,Golden or Blonde Ale,6.0,Broughton Ales,55.6145,-3.4107
261,Zatte Amsterdamse Tripel,Other,Other,8.0,Brouwerij 't IJ,52.3666,4.9263
262,Westmalle Trappist Tripel,Belgian and French Ale,Belgian-Style Tripel,9.5,Brouwerij Abdij der Trappisten van Westmalle,51.2974,4.6881
262,Westmalle Trappist Dubbel,Other,Other,7.0,Brouwerij Abdij der Trappisten van Westmalle,51.2974,4.6881
263,Trappist Westvleteren 8,Belgian and French Ale,Belgian-Style Dubbel,8.0,Brouwerij Abdij Saint Sixtus,50.8961,2.7222
263,Trappist Westvleteren 12,Belgian and French Ale,Belgian-Style Quadrupel,11.2,Brouwerij Abdij Saint Sixtus,50.8961,2.7222
263,Trappist Westvleteren Blonde,Belgian and French Ale,Other Belgian-Style Ales,5.8,Brouwerij Abdij Saint Sixtus,50.8961,2.7222
264,Grimbergen Blonde,Other,Other,6.7,Brouwerij Alken-Maes,50.4431,4.4147
265,Stella Artois,North American Lager,American-Style Lager,5.2,Brouwerij Artois,50.8853,4.7008
266,Petrus Oud Bruin,Other,Other,5.5,Brouwerij Bavik - De Brabandere,50.8628,3.2992
266,Petrus Gouden Tripel Ale,Other,Other,7.5,Brouwerij Bavik - De Brabandere,50.8628,3.2992
266,Petrus Blond Ale,Other,Other,6.6,Brouwerij Bavik - De Brabandere,50.8628,3.2992
266,Petrus Dubbel Bruin Ale,Belgian and French Ale,Belgian-Style Dubbel,6.5,Brouwerij Bavik - De Brabandere,50.8628,3.2992
266,Petrus Speciale,North American Ale,American-Style Pale Ale,5.5,Brouwerij Bavik - De Brabandere,50.8628,3.2992
266,Wittekerke,Other,Other,5.0,Brouwerij Bavik - De Brabandere,50.8628,3.2992
266,Petrus Aged Pale,Other,Other,7.3,Brouwerij Bavik - De Brabandere,50.8628,3.2992
266,Witte Ezel,Other,Other,0.0,Brouwerij Bavik - De Brabandere,50.8628,3.2992
267,Bellegems Bruin,Other,Other,5.5,Brouwerij Bockor,50.7767,3.2785
268,Framboise 1997,Belgian and French Ale,Belgian-Style Fruit Lambic,0.0,Brouwerij Boon,50.7123,4.2197
268,Geuze Boon,Belgian and French Ale,Belgian-Style Fruit Lambic,6.0,Brouwerij Boon,50.7123,4.2197
268,Pertotale Faro,Other,Other,0.0,Brouwerij Boon,50.7123,4.2197
268,Mariage Parfait 1995,Belgian and French Ale,Belgian-Style Fruit Lambic,0.0,Brouwerij Boon,50.7123,4.2197
268,Kriek,Belgian and French Ale,Belgian-Style Fruit Lambic,0.0,Brouwerij Boon,50.7123,4.2197
269,Pauwel Kwak,Other,Other,8.0,Brouwerij Bosteels,51.0138,4.2018
269,Deus Brut des Flandres,Other,Other,11.5,Brouwerij Bosteels,51.0138,4.2018
269,Triple Karmeliet,Belgian and French Ale,Belgian-Style Tripel,8.0,Brouwerij Bosteels,51.0138,4.2018
270,Trappist Bruin Bier / BiÃ¨re Brune,Other,Other,0.0,Brouwerij De Achelse Kluis,51.2986,5.4896
270,Trappist Blond,Other,Other,8.0,Brouwerij De Achelse Kluis,51.2986,5.4896
270,Trappist Extra,Other,Other,9.5,Brouwerij De Achelse Kluis,51.2986,5.4896
271,Satan Red,Other,Other,8.0,Brouwerij De Block,50.985,4.2226
271,Satan Gold,Other,Other,8.0,Brouwerij De Block,50.985,4.2226
272,Dulle Teve / Mad Bitch,Other,Other,10.0,Brouwerij De Dolle Brouwers,51.0281,2.9038
272,Oerbier,Other,Other,7.5,Brouwerij De Dolle Brouwers,51.0281,2.9038
272,Bos Keun,Belgian and French Ale,Belgian-Style Pale Strong Ale,8.9,Brouwerij De Dolle Brouwers,51.0281,2.9038
272,Special Extra Export Stout,Other,Other,9.0,Brouwerij De Dolle Brouwers,51.0281,2.9038
272,Arabier,Belgian and French Ale,Belgian-Style Pale Strong Ale,9.0,Brouwerij De Dolle Brouwers,51.0281,2.9038
272,Stille Nacht,Other,Other,12.0,Brouwerij De Dolle Brouwers,51.0281,2.9038
273,Blanche de Bruges,Other,Other,5.0,Brouwerij de Gouden Boom,51.2094,3.2252
274,Mort Subite Gueuze Lambic,Belgian and French Ale,Belgian-Style Fruit Lambic,4.5,Brouwerij De Keersmaeker,50.9098,4.2505
276,Malheur Brut Reserve,Other,Other,11.0,Brouwerij De Landtsheer,51.0228,4.1572
276,Malheur MM,Other,Other,10.0,Brouwerij De Landtsheer,51.0228,4.1572
276,Malheur 12,Other,Other,12.0,Brouwerij De Landtsheer,51.0228,4.1572
276,Malheur Black Chocolate 2003,Other,Other,12.0,Brouwerij De Landtsheer,51.0228,4.1572
276,Malheur 10,Other,Other,10.0,Brouwerij De Landtsheer,51.0228,4.1572
277,XX Bitter,Other,Other,6.0,Brouwerij De Ranke,50.8105,3.1857
277,Guldenberg,Other,Other,8.5,Brouwerij De Ranke,50.8105,3.1857
277,PÃ¨re NoÃ«l,Other,Other,0.0,Brouwerij De Ranke,50.8105,3.1857
277,Kriek,Other,Other,7.0,Brouwerij De Ranke,50.8105,3.1857
278,Vuuve,Other,Other,0.0,Brouwerij De Regenboog,51.1968,3.2527
279,Affligem NoÃ«l,Other,Other,0.0,Brouwerij De Smedt,50.971,4.191
279,Affligem Dobbel,Other,Other,0.0,Brouwerij De Smedt,50.971,4.191
279,Affligem Tripel,Other,Other,0.0,Brouwerij De Smedt,50.971,4.191
280,Achel Bruin 5Â°,North American Ale,Dark American-Belgo-Style Ale,5.0,Brouwerij der Sint-Benedictusabdij de Achelse Kluis,51.2515,5.546
280,Achel Blond 8Â°,Belgian and French Ale,Belgian-Style Tripel,8.0,Brouwerij der Sint-Benedictusabdij de Achelse Kluis,51.2515,5.546
280,Achel Bruin 8Â°,Belgian and French Ale,Belgian-Style Dubbel,8.0,Brouwerij der Sint-Benedictusabdij de Achelse Kluis,51.2515,5.546
280,Achel Trappist Extra,Other,Other,9.5,Brouwerij der Sint-Benedictusabdij de Achelse Kluis,51.2515,5.546
280,Achel Blond 5Â°,Belgian and French Ale,Other Belgian-Style Ales,5.0,Brouwerij der Sint-Benedictusabdij de Achelse Kluis,51.2515,5.546
281,Maredsous 10 Tripple,Belgian and French Ale,Other Belgian-Style Ales,10.0,Brouwerij Duvel Moortgat,51.2206,4.3997
281,Maredsous 10 Tripple,Belgian and French Ale,Other Belgian-Style Ales,10.0,Brouwerij Duvel Moortgat,51.0442,4.3257
282,Loterbol,Other,Other,8.0,Brouwerij Duysters,50.9882,5.0554
284,Gouden Carolus Tripel,Other,Other,9.0,Brouwerij Het Anker,51.0325,4.473
284,Gouden Carolus Ambrio 1471,Other,Other,8.0,Brouwerij Het Anker,51.0325,4.473
284,Gouden Carolus NoÃ«l,Other,Other,0.0,Brouwerij Het Anker,51.0325,4.473
284,Gouden Carolus Hopsinjoor,Belgian and French Ale,Other Belgian-Style Ales,8.0,Brouwerij Het Anker,51.0325,4.473
284,Grand Cru of the Emperor,Other,Other,8.0,Brouwerij Het Anker,51.0325,4.473
286,Winterkoninkse,Other,Other,8.3,Brouwerij Kerkom,50.7763,5.166
286,Bloesem Bink,Other,Other,7.1,Brouwerij Kerkom,50.7763,5.166
287,Lucifer,Other,Other,8.5,Brouwerij Liefmans,50.8439,3.617
287,Liefmans Kriekbier,Belgian and French Ale,Belgian-Style Fruit Lambic,6.0,Brouwerij Liefmans,50.8439,3.617
287,Goudenband 1996,Other,Other,4.0,Brouwerij Liefmans,50.8439,3.617
287,Goudenband 1999,Other,Other,0.0,Brouwerij Liefmans,50.8439,3.617
287,Goudenband 2002,Other,Other,8.0,Brouwerij Liefmans,50.8439,3.617
287,Gluhkriek,Belgian and French Ale,Belgian-Style Fruit Lambic,0.0,Brouwerij Liefmans,50.8439,3.617
288,PÃªche / Pecheresse,Belgian and French Ale,Belgian-Style Fruit Lambic,0.0,Brouwerij Lindemans,50.818,4.2307
288,Framboise,Belgian and French Ale,Belgian-Style Fruit Lambic,0.0,Brouwerij Lindemans,50.818,4.2307
288,CuvÃ©e RenÃ© Grand Cru Gueuze Lambic,Belgian and French Ale,Belgian-Style Fruit Lambic,0.0,Brouwerij Lindemans,50.818,4.2307
288,Gueuze CuvÃ©e RenÃ©,Other,Other,5.0,Brouwerij Lindemans,50.818,4.2307
288,Kriek,Belgian and French Ale,Belgian-Style Fruit Lambic,0.0,Brouwerij Lindemans,50.818,4.2307
290,Oude Gueuze Vielle,Belgian and French Ale,Belgian-Style Fruit Lambic,0.0,Brouwerij Oud Beersel,50.7586,4.3012
291,Grand Cru,Other,Other,6.0,Brouwerij Rodenbach,50.9462,3.1362
291,Rodenbach,Other,Other,5.1,Brouwerij Rodenbach,50.9462,3.1362
291,Alexander,Other,Other,0.0,Brouwerij Rodenbach,50.9462,3.1362
292,Ename Tripel,Other,Other,8.5,Brouwerij Roman,50.831,3.6759
293,Limburgse Witte,Other,Other,0.0,Brouwerij Sint-Jozef,51.1168,5.6464
294,Witkap-Pater Singel Abbey Ale,Other,Other,0.0,Brouwerij Slaghmuylder,50.8417,4.0213
294,Witkap-Pater Tripel,Other,Other,7.5,Brouwerij Slaghmuylder,50.8417,4.0213
295,Triple,Other,Other,8.5,Brouwerij St-Feuillien,50.5018,4.1086
295,Brune / Bruin,Other,Other,7.5,Brouwerij St-Feuillien,50.5018,4.1086
296,Prior 8,Belgian and French Ale,Belgian-Style Dubbel,8.0,Brouwerij St. Bernardus,50.8425,2.6362
296,Grotten Flemish Ale,Belgian and French Ale,Other Belgian-Style Ales,7.7,Brouwerij St. Bernardus,50.8425,2.6362
296,Pater 6,Belgian and French Ale,Belgian-Style Dubbel,6.7,Brouwerij St. Bernardus,50.8425,2.6362
296,Watou Tripel,Belgian and French Ale,Belgian-Style Tripel,7.5,Brouwerij St. Bernardus,50.8425,2.6362
296,Abt 12,Belgian and French Ale,Belgian-Style Quadrupel,10.0,Brouwerij St. Bernardus,50.8425,2.6362
296,St. Bernardus Tripel,Belgian and French Ale,Belgian-Style Tripel,8.0,Brouwerij St. Bernardus,50.8425,2.6362
296,BiÃ¨re Blanche,Other,Other,0.0,Brouwerij St. Bernardus,50.8425,2.6362
296,Grotten Brown,North American Ale,Dark American-Belgo-Style Ale,6.7,Brouwerij St. Bernardus,50.8425,2.6362
296,St. Bernardus Witbier,Belgian and French Ale,Belgian-Style White,5.5,Brouwerij St. Bernardus,50.8425,2.6362
297,Poorter,Other,Other,0.0,Brouwerij Sterkens,51.4439,4.7386
297,White Ale,Other,Other,0.0,Brouwerij Sterkens,51.4439,4.7386
297,St. Sebastiaan Golden,Other,Other,7.7,Brouwerij Sterkens,51.4439,4.7386
297,St. Paul Blond,Other,Other,0.0,Brouwerij Sterkens,51.4439,4.7386
297,St. Paul Special,Other,Other,0.0,Brouwerij Sterkens,51.4439,4.7386
297,St. Paul Triple,Other,Other,0.0,Brouwerij Sterkens,51.4439,4.7386
297,Bokrijks Kruikenbier,Other,Other,0.0,Brouwerij Sterkens,51.4439,4.7386
297,St. Sebastiaan Dark,Other,Other,0.0,Brouwerij Sterkens,51.4439,4.7386
297,St. Paul Double,Other,Other,0.0,Brouwerij Sterkens,51.4439,4.7386
298,Vlas Kop,Other,Other,5.5,Brouwerij Strubbe,51.0923,3.01
299,Troubadour,North American Ale,American-Style Pale Ale,6.5,Brouwerij The Musketiers,51.1287,3.4785
300,Kerst Pater Special Christmas Beer,Other,Other,9.0,Brouwerij Van Den Bossche,50.8564,3.8845
300,Buffalo Belgian Stout,Other,Other,9.0,Brouwerij Van Den Bossche,50.8564,3.8845
301,Poperings Hommel Ale,North American Ale,American-Style Pale Ale,7.5,Brouwerij Van Eecke,50.8612,2.6615
301,Het Kapittel Pater,Other,Other,0.0,Brouwerij Van Eecke,50.8612,2.6615
301,Het Kapittel Abt,Other,Other,10.0,Brouwerij Van Eecke,50.8612,2.6615
302,Hoegaarden,Other Style,Light American Wheat Ale or Lager,4.9,Brouwerij van Hoegaarden,50.7778,4.8877
302,Original White Ale,Other,Other,5.0,Brouwerij van Hoegaarden,50.7778,4.8877
303,St. Louis Gueuze,Belgian and French Ale,Belgian-Style Fruit Lambic,4.5,Brouwerij Van Honsebrouck,50.9201,3.2579
303,Brigand,Other,Other,9.0,Brouwerij Van Honsebrouck,50.9201,3.2579
303,Kasteel Bier Brune,Other,Other,11.0,Brouwerij Van Honsebrouck,50.9201,3.2579
303,Kasteel Bier Donker-Foncee,Other,Other,11.0,Brouwerij Van Honsebrouck,50.9201,3.2579
304,Monk's Cafe,Other,Other,5.5,Brouwerij Van Steenberge,51.1766,3.7462
304,Augustijn Ale,Other,Other,8.0,Brouwerij Van Steenberge,51.1766,3.7462
304,Leute Bok Bier,German Lager,Traditional German-Style Bock,7.5,Brouwerij Van Steenberge,51.1766,3.7462
304,Tikka Gold,North American Ale,American-Style Pale Ale,5.0,Brouwerij Van Steenberge,51.1766,3.7462
304,Head Trip,Belgian and French Ale,Other Belgian-Style Ales,10.5,Brouwerij Van Steenberge,51.1766,3.7462
304,Bruegel Amber Ale,North American Ale,American-Style Amber/Red Ale,5.2,Brouwerij Van Steenberge,51.1766,3.7462
304,Bornem Double,Belgian and French Ale,Other Belgian-Style Ales,8.0,Brouwerij Van Steenberge,51.1766,3.7462
304,Ertvelds Wit,Other,Other,5.0,Brouwerij Van Steenberge,51.1766,3.7462
304,Bornem Triple,Belgian and French Ale,Other Belgian-Style Ales,9.0,Brouwerij Van Steenberge,51.1766,3.7462
304,Steenbrugge Tripel Blond,Other,Other,0.0,Brouwerij Van Steenberge,51.1766,3.7462
305,Duchesse de Bourgogne,Other,Other,6.2,Brouwerij Verhaeghe,50.8322,3.3884
305,Echte Kriek,Other,Other,0.0,Brouwerij Verhaeghe,50.8322,3.3884
305,Vichtenaar,Other,Other,5.1,Brouwerij Verhaeghe,50.8322,3.3884
307,O.K. Beer,Other,Other,0.0,Browar Okocim,49.9622,20.6003
307,Okocim Porter,Irish Ale,Porter,8.3,Browar Okocim,49.9622,20.6003
309,Porter,North American Ale,American-Style Stout,9.5,Browar Zywiec,49.6622,19.1742
309,Krakus,Other,Other,0.0,Browar Zywiec,49.6622,19.1742
310,Czech Pilsner,Other,Other,0.0,Brown Street Brewery,45.638,-89.4127
310,Amber,North American Ale,American-Style Amber/Red Ale,0.0,Brown Street Brewery,45.638,-89.4127
310,Aussie Lager,North American Lager,American-Style Lager,0.0,Brown Street Brewery,45.638,-89.4127
310,Stout,North American Ale,American-Style Stout,0.0,Brown Street Brewery,45.638,-89.4127
310,Munich Helle,Other,Other,0.0,Brown Street Brewery,45.638,-89.4127
310,South of the Border Light,Other,Other,0.0,Brown Street Brewery,45.638,-89.4127
312,Porter,Irish Ale,Porter,8.0,Bryggeriet lfabrikken,56.0746,12.1161
313,McLennium,Other,Other,0.0,BT McClintic Beer Company,42.5083,-89.0318
314,Bube's Stout,North American Ale,American-Style Stout,0.0,Bube's Brewery,40.1119,-76.5031
314,Bube's Munich Lager,North American Lager,American-Style Lager,0.0,Bube's Brewery,40.1119,-76.5031
314,Wet Hop Requiem IPA,North American Ale,American-Style India Pale Ale,5.2,Bube's Brewery,40.1119,-76.5031
314,Bube's Hefeweizen,German Ale,South German-Style Hefeweizen,0.0,Bube's Brewery,40.1119,-76.5031
314,Bube's Brown Ale,North American Ale,American-Style Brown Ale,0.0,Bube's Brewery,40.1119,-76.5031
314,Bube's Kiwi-Strawberry Wheat,Other Style,Fruit Beer,0.0,Bube's Brewery,40.1119,-76.5031
